artist,title,album,date,lyrics
Rancid,Side Kick,Let's Go,06/21/1994,"I had a dream I was a vigilante's side kick
My name is Tim, I'm a lesser-known character
I had a dream I was a vigilante's side kick
Fighting crime in the streets together
Down in Oakland, off of West Grand
St. Joseph relief, poor program
A good place where good people get food, yeah
Help your fellow man, a good thing to do, yeah
Government agency said, be afraid of me
I'll shut your doors down and it won't phase me
Wolverine came through, left the agent for dead
Opened up the doors back up, everyone was fed

I had a dream I was a vigilante's side kick
My name is Tim, I'm a lesser-known character
I had a dream I was a vigilante's side kick
Fighting crime in the streets together
Do not bill them, abandoned buildings
It's nice to sleep when you got a ceiling
Neighborhood watch said, ""we gotta put a stop, yeah
Can't have people livin' for free, call the cops, yeah""
Here comes the SWAT team and an M-16
They'll shoot the walls in, destroy the buildings
Wolverine was sad and it made him mad
Every single cop got a bullet in the head

I had a dream I was a vigilante's side kick
My name is Tim, I'm a lesser-known character
I had a dream I was a vigilante's side kick
Fighting crime in the streets together"
Rancid,Tenderloin,Let's Go,06/21/1994,"Realize you're dehumanized
You criticize your existence
It's your demise when no sun arise
When you're paralyzed by your lack of resistance

She knows she is, she knows she's going
Down below where the fire's glowing
Tenderloin, Tenderloin, Tenderloin
The tricks she gets them
She's not a victim
She makes a list of them and reads them all alone
For money she's walking down on Larkin
In TL they're rocking all night long"
NOFX,Don't Call Me White,Punk in Drublic,07/19/1994,"Don't call me white, don't call me white
Don't call me white, don't call me white
The connotations wearing my nerves thin
Could it be semantics generating the mess we're in?
I understand that language breeds stereotype
But what's the explanation for the malice, for the spite?
Don't call me white, don't call me white
Don't call me white, don't call me white
I wasn't brought here, while I was born
Circumcised, categorised, allegiance sworn
Does this mean I have to take such shit for being fair skinned? No!
I ain't a part of no conspiracy, I'm just your average Joe
Don't call me white, don't call me white
Don't call me white, don't call me white
Represents everything I hate
The soap shoved in your mouth to cleanse the mind
The vast majority of sheep
A buttoned collar, starched and bleached
Constricting veins, the blood flow to the brain slows
They're so fucking ordinary white
Don't call me white
Oh, we're better off this way
Oh, say what you're gonna say
So go ahead and label me
An asshole cause I can
Accept responsibility
For what I've done, but not for who I am
Don't call me white
Don't call me white, don't call me white"
NOFX,Leave It Alone,Punk in Drublic,07/19/1994,"Breathe ever so soft
We wouldn't wanna break the eggs as we walk
Never alone, cautious, afraid
I hear the voice of reason on the P.A
Leave it alone, follow the grain
We couldn't stop the irresistible force
Leave it the same, change with the leaves
Bringing in the sheaves, bringing in the old
Leave it alone
DA NA NA NA NA NA NA NAA
DA NA NA NA NA NA NA NAA
DA NA NA NA NA NA NA NAA
DA NA NA NA NA NA NA NAA
Breathe, ever so slight
We couldn't take away your God given right
Leave it alone, heel and stay
Roll over and shake and beg for the bone
Leave it alone
DA NA NA NA NA NA NA NAA
DA NA NA NA NA NA NA NAA
DA NA NA NA NA NA NA NAA
DA NA NA NA NA NA NA NAA"
NOFX,Linoleum,Punk in Drublic,07/19/1994,"Possessions never meant anything to me
I'm not crazy
Well that's not true, I've got a bed, and a guitar
And a dog named Bob who pisses on my floor
That's right, I've got a floor
So what, so what, so what?
I've got pockets full of kleenex and lint and holes
Where everything important to me
Just seems to fall right down my leg
And on to the floor
My closest friend linoleum
Linoleum
Supports my head, gives me something to believe
That's me on the beachside combing the sand
Metal meter in my hand
Sporting a pocket full of change
That's me on the street with a violin under my chin
Playing with a grin, singing gibberish
That's me on the back of the bus
That's me in the cell
That's me inside your head
That's me inside your head
That's me inside your head"
NOFX,Lori Meyers,Punk in Drublic,07/19/1994,"(Fat Mike)
Lori Meyers used to live upstairs
Our parents had been friends for years
Almost every afternoon we'd play forbidden games
At nine years old there's no such thing as shame
It wasn't recognition of her face, what
Brought me back was a familiar mark
As it flashed across the screen
I Bought some magazines, some video taped scenes
Incriminating act I felt that I could save
(Kim Shattuck)
Who the hell are you to tell me how to live?
You think I sell my body, I merely sell my time
I ain't no Cinderella, I ain't waiting for no prince
To save me in fact until just now I was doin' just fine
And on and on
I know what degradation feels like
I felt it on the floor at the factory
Where I worked long before, I took control
Now I answer to me
The 50k I make this year will go anywhere I please
Where's the problem?"
NOFX,Perfect Government,Punk in Drublic,07/19/1994,"And even if it's easy to be free
What's your definition of freedom?
And who the fuck are you, anyway?
Who the fuck are they?
Who the fuck am I to say?
What the fuck is really going on?
How did the cat get so fat?
Why does the family die?
Do you care why?
'Cause there hasn't been a sign
Of anything gettin' better
In the ghetto
People's fed up
But they get up
You point you're fuckin' finger
You racist, you bigot
That's not the problem, now is it?
It's all about the money political power is taking
Protectin' the rich, denying the poor
Yeah you love to watch the world from the white house and I wonder
How can they sleep at night?
How can they sleep at night?
How did the cat get so fat?
How did the cat get so fat?
How did the cat get so fat?
How did the cat get so fat?"
NOFX,Punk Guy,Punk in Drublic,07/19/1994,"Crazier than GG
More PC than Ian
Got colored teeth like Johnny
Exudes a vicious disposition
His hair sticks out like Colin's did
He jumps similar to Springa, yeah
He points his middle finger
Not just he singer in the band
Voted biggest asshole, and role model of the year
Got a face like Charles Bronson
Straight outta Green Bay Wisconsin
Not just a singer in the band
He'll puke on you, he'll fuck your mom
He'll smoke while huffing gas
He was the punkest mother fucker I ever did see
""Ah Hell he's even more punk than me""
He should've been on the cover
He should've been on the cover
He should've been on the cover of Punk and Disorderly"
NOFX,The Brews,Punk in Drublic,07/19/1994,"Friday night we'll be drinking Manischewitz
Going out to terrorize Goyim
Stomping shagitz, screwing shiksas
As long as we're home by Saturday morning
Cause hey, we're the Brews
Sporting anti-swastika tattoos
Oi Oi we're the boys
Orthodox, Hasidic, OG Ois
Orthopedic, Doctor Martens good for
Waffle making, kicking through the shin
Reputation gained through intimidation
Pacifism no longer tradition
Cause hey we're the Brews
Sporting anti-swastika tattoos
Oi Oi we're the Brews
The fairfax ghetto boys skinhead Hebrews
We got the might, psycho mashuganas
We can't lose a fight, as we are the chosen ones
Chutzpah driven, we battle then we feast
We celebrate, we'll separate our milkplates from our meat
We're the Brews
Sporting anti-swastika tattoos
Oi Oi we're the boys
Orthodox, Hasidic, OG Ois"
Bad Religion,Stranger Than Fiction,Stranger Than Fiction,09/06/1994,"A febrile shocking violent smack
And the children are hoping for a heart-attack
Tonight the windows are watching
The streets all conspire
And the lamppost can't stop crying
If I could fly high above the world
Would I see a bunch of living dots spell the word stupidity?
Or would I see hungry lover homicides
Loving brother suicides and olly olly oxen frees
Who pick a side and hide?

The world is scratching at my door
My morning paper's got the scores
The human interest stories
And the obituary, oh yeah
Cockroach naps, rattling traps
How many devils can you fit upon a match head?
Caringosity killed the Kerouac cat
Sometimes truth is stranger than fiction

In my alley around the corner
There's a wino with feathered shoulders
And a spirit giving head for crack and he'll never want it back
There's a little kid and his family eating crackers like thanksgiving
And a pack of wild desperadoes scornful of living

The world is scratching at my door
My morning paper has the scores
The human interest stories
And the obituary, oh yeah

Cradle for a cat, Wolfe looks back
How many angels can you fit upon a match?
I want to know why Hemingway cracked
Sometimes truth is stranger than fiction

Life is the crummiest book I ever read, there isn't a hook
Just a lot of cheap shots, pictures to shock
And characters an amateur would never dream up
Sometimes truth is stranger than fiction"
